What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
Name 5 tumors with a predilection for lymph node metastases.	ESARC -Epithelioid sarcoma -Synovial sarcoma -Angiosarcoma -Rhabdomyosarcoma -Clear cell sarcoma	
What do extraabdominal desmoid tumors feel like on palpation?	"""rock hard"""	
Extraabdominal desmoid tumors are associated with what syndrome? What is the increased risk for these tumors with this syndrome?	Gardner syndrome (familial adenomatous polyposis); 10,000-fold increased risk	
What medication class can be used in treatment of Gardner syndrome? What type of surgery is recommended and what is its common complication?	Estrogen receptor beta inhibitors; Wide-margine resection is recommended but local recurrence is common	
What is nodular fasciitis? What is its treatment?	A painful rapidly enlarging mass in the superficial soft tissue fascia in a person 15-35 years of age; perform a marginal resection	
What is the most common malignant sarcoma of soft tissue in adults?	Undifferentiated pleomorphic sarcoma (previously known as malignant fibrous histiocytoma)	
What is the appearance of undifferentiated pleomorphic sarcoma on MRI?	-deep-seated, inhomogeneous -dark on T1, bright on T2	
What is the treatment of undifferentiated pleomorphic sarcoma?	Wide-margin local excision and adjuvant radiotherapy	
What is the MRI appearance of fibrosarcoma? What is its treatment?	-deep seated, inhomogeneous mass -dark on T1, bright on T2 -Treat with wide local excision, limb salvage, perioperative radiotherapy, long term surveillance	
Describe lipoma appearance on MRI.	Looks like mature fat on all sequences. On fat suppression it has a low signal.	
What is the treatment of lipomas?	Asymptomatic--observation Expanding/symptomatic--marginal excision	
What is the 2nd most common soft tissue sarcoma in adults?	liposarcoma	
Describe liposarcoma appearance on MRI.	Rarely in subcutaneous tissues. Thicker, more irregular septa, bright on T2	
How does neurofibromatosis manifest (4)?	-->1  neurofibroma or one plexiform neurofibroma --cafe au lait spots --Lisch nodules (melanocytic hamartomas in the iris) --anterolateral tibial bowing	
Patients with NF1 can have what complication? What is the % chance?	5% chance of malignant degeneration of a neurofibroma to a malignant peripheral nerve sheath tumor (MPNST)	
How does MPNST appear on MRI? What is the treatment?	-Same appearance as any high-grade soft tissue sarcoma -Tx with limb salvage surgery, perioperative radiotherapy, and long term surveillance	
What is the most common soft tissue sarcoma in children?	Rhabdomyosarcoma	
What 4 places does rhabdomyosarcoma most commonly manifest?	-head -neck -GU tract -retroperitoneum	
Which subtype of rhabdomyosarcoma is associated with extremity involvement? What is the translocation and gene product?	Alveolar subtype t(2;13) PAX3-FKHR	
What is the treatment of rhabdomyosarcoma?	-sensitive to multi-agent chemotherapy -Wide-margin resection and irradiation	
What does leiomyosarcoma look like on MRI? What is the treatment?	-Same imaging patterns on MRI as any high-grade soft tissue sarcoma -Treat with limb salvage, perioperative radiotherapy, and long term surveillance	
What age group(s) are hemangiomas common in? What can you see on XR?	-children and adults -Phleboliths on XR	
With what syndrome are multiple hemangiomas associated?	Maffucci syndrome	
With what syndrome is angiosarcoma associated?	Stuart-Treves syndrome	
Where can angiosarcoma metastasize? What is the treatment of angiosarcoma?	--cutaneous and lymph node --radiation and wide resection	
What 3 regions does PVNS most commonly affect (in order)?	--knee --hip --shoulder	
How does PVNS most commonly manifest?	Recurrent, atraumatic hemarthrosis with associated pain	
What does PVNS look like on XR?	cystic erosions on both sides of the joint	
What does PVNS look like on histology (3)	--highly vascular villi with plump hyperplastic synovial cells --hemosiderin-stained multinucleated giant cells --chronic inflammatory cells	
What does PVNS look like on T1 and T2?	Low signal on both	
What is the treatment of PVNS?	Complete synovectomy except when highly localized	
Where does synovial sarcoma most commonly arise? What is characteristic on XR?	--Commonly arises from knee, rarely from an intra-articular location --Spotty mineralization on XR is characteristic	
What does synovial sarcoma look like on histology? Stains positive for what?	--Biphasic pattern: epithelial cells resembling carcimona and spindle cells resembling fibrosarcoma --Stains for keratin and epithelial membrane antigen	
What does clear cell sarcoma produce? What metasasis is common?	--Produces melanin --lymph node mets are common	
If you see a hematoma on MRI what findings are suspicious for sarcoma?	Sarcomas spontaneously hemorrhage. Hematomas without fascial plane tracking or subcutaneous ecchymosis suggests it is contained by a pseudocapsule.	
How does myositis ossificans appear on XR?	Peripheral mineralization with a central lucent area.	
What 2 bone sarcomas commonly metastazize to other bone sites?	Osteosarcoma and Ewing sarcoma	
What is the classic manifestation of osteoid osteoma?	Increasing pain relieved by salicylates and other NSAIDs	
What does osteoid osteoma look like on XR/CT?	Intensely reactive bone and a radiolucent nidus	
What spine complication may occur with osteoid osteoma?	Painful nonstructural scoliosis resulting in a curve witht he osteoid osteoma on the concave side.   Thought to result from paravertebral muscle spasm	
How is osteoid osteoma treated?	--in 50% of patients NSAIDs alone resolve symptoms --CT-guided radiofrequency ablation is the dominant treatment	
What can osteoblastoma be confused with? How can you differentiate them?	Often confused with osteoid osteoma --self-limited nidus in osteoid osteoma is <1cm, in osteoblastoma >2cm --Osteoblastoma has unlimited growth and pain is not relieved by NSAIDs --Both have the same histology	
What is the most common malignant bone tumor in children?	osteosarcoma	
What is the most common type of osteosarcoma? Where does it usually occur?	Classic high-grade intramedullary osteosarcoma   Usually occurs about the knee	
What is the treatment of high-grade intramedullary osteosarcoma?	Neoadjuvant chemotherapy followed by tumor resection then aduvant chemo	
What is the long term survival rate of high-grade intramedullary osteosarcoma?	60-70%	
Where does parosteal osteosarcoma most commonly arise?	The posterior aspect of the distal femur	
What does parosteal osteosarcoma look like on histology?	regularly arranged trabeculae. Between the the normal trabeculae there are slightly atypical spindle cells which typically invade the skeletal muscle at the peripherary	
What is the treatment of parosteal osteosarcoma? Long term surival?	Treat with wide-margin resection, low grade so no chemo   survival of 95%	
How does periosteal osteosarcoma appear on XR?	sunburst type lesion resting on a saucerized cortical depression	
What is the treatment of periosteal osteosarcoma? Long-term survival?	Chemotherapy and wide resection. 85% survival	
"Telangiectatic osteosarcoma is described with what ""buzz phrase""?"	Bag of blood	
With what tumor does telangiectactic osteosarcoma share radiographic features?	aneurysmal bone cysts	
What is the treatment of telangiectatic osteosarcoma?	Chemotherapy with wide resection	
What is a periosteal chondroma?	Benign cartilage tumor on the surface of bone	
What is an enchondroma?	Benigh cartilage tumor in the medullary cavity.	
What do enchondromas look like on XR? How can you differentiate it from low-grade chondrosarcoma?	Enchondromas and low-grade chondrosarc appear as lytic lesions with stippled calcifications.   Chondrosarcoma will show cortical bone changes or lysis of previously mineralized cartilage on serial radiographs. Chondrosarc also has deeper endosteal scalloping and may present with pain.	
What is the treatment of enchondroma?	Usually no treatment	
Multiple enchondromas is seen in what 2 syndromes?	--Ollier disease --Maffucci syndrome	
Name 4 characteristics of Ollier disease.	--Multiple enchondromas --Dysplastic bones (shortened ulna) --30% risk of of transformation to chondrosarcoma --Random spontaneous mutation	
Name 3 characteristics of Maffucci syndrome.	--Multiple enchondromas --soft tissue hemangiomas (extremity and visceral) --100% risk of malignancy	
What are the radiographic characteristics of osteochondroma?	Pedunculated, metaphyseal surface lesion pointing away from joint with cortical and medullary continuity.	
What is is risk of malignant transformation in osteochondroma?	<1% risk of transformation to secondary chondrosarcoma	
What imaging finding in osteochondroma is associated with increased risk of malignancy?	Thickness of cartilage cap >2cm	
Which gene mutations are seen in multiple hereditary exostosis? Which one is associated with greater burden of disease and higher risk of malignancy?	--EXT1, EXT2, EXT3 --EXT1 is assoicated with increased burden and risk of malignancy	
What is multiple hereditary exostoses?	Autosomal disorder manifesting in childhood with multiple osteochondromas	
What is the risk of malignant transformation in multiple hereditary exostosis?	5-10% risk of devoloping low-grade secondary chondrosarcoma	
In what bone region is chondroblastoma seen?	Centered in the epiphysis in young patients usually with open physes	
What is seen on XR and MRI with chondroblastoma?	XR--central region of bone destruction, sharply dmarcated from nomal medullary cavity by a thin rim of sclerotic bone.   MRI--edema far out of proportion to the lesion	
What is the treatment of chondroblastoma?	Curettage	
What is the most common location of chondrosarcoma?	The pelvis	
What is the treatment of chondrosarcoma?	wide-margin resection   Chemo only as an adjunct in dedifferentiated and mesenchymal types	
What is the most malignant cartilage tumor?	dedifferentiated chondrosarcoma	
What are the histologic characteristics of dedifferentiated chondrosarcoma?	Bimorphic. high grade spindle cell carcinoma intimately associated with low grade cartilage component	
What is the treatment of dedifferentiated chondrosarcoma?	Wide-margin resection and chemotherapy	
What is the characterisic radiographic appearance of metaphyseal fibrous defect?	Nonossifying fibromas appea as a lucent, metaphyseal, eccentric lesion with a sclerotic rim. Overlying cortex may be expanded and thinned.	
What does metaphyseal fibrous defect look like on histology?	cellular fibroblastic connective tissue background, cells arranged in whorled bundles.    Numerous giant cells and hemosiderin deposits.	
What is the treatment of metaphyseal fibrous defect?	Observation.   Curettage and bone grafting in symptomatic lesions with more than 50% of cortical involvement.	
What is a chordoma?	malignant neoplasm arising from primitive notochordal tissue	
